"Path","Line","LineNumber"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          expression = parseTaggedTemplateRest(pos, expression, questionDotToken, typeArguments);","36967"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 15 /* NoSubstitutionTemplateLiteral */:","37020"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 16 /* TemplateHead */:","37022"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 15 /* NoSubstitutionTemplateLiteral */:","37037"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          reScanTemplateToken(","37039"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            /*isTaggedTemplate*/","37040"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      case 16 /* TemplateHead */:","37080"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        return parseTemplateExpression(","37081"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          /*isTaggedTemplate*/","37082"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    return Debug.fail(""Should not have attempted to parse class member declaration."");","38386"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          case ""template"":","39280"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            tag = parseTemplateTag(start2, tagName, margin, indentText);","39281"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            } else if (child.kind === 346 /* JSDocTemplateTag */) {","39543"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","              parseErrorAtRange(child.tagName, Diagnostics.A_JSDoc_template_tag_may_not_follow_a_typedef_callback_or_overload_tag);","39544"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            if (child.kind === 346 /* JSDocTemplateTag */) {","39702"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          if (child.kind === 346 /* JSDocTemplateTag */) {","39764"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            parseErrorAtRange(child.tagName, Diagnostics.A_JSDoc_template_tag_may_not_follow_a_typedef_callback_or_overload_tag);","39765"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          case ""template"":","39876"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            return parseTemplateTag(start2, tagName, indent3, indentText);","39877"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      function parseTemplateTagTypeParameter() {","39888"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      function parseTemplateTagTypeParameters() {","39919"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          const node = parseTemplateTagTypeParameter();","39924"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      function parseTemplateTag(start2, tagName, indent3, indentText) {","39932"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        const typeParameters = parseTemplateTagTypeParameters();","39934"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        return finishNode(factory2.createJSDocTemplateTag(tagName, constraint, typeParameters, parseTrailingTagComments(start2, getNodePos(), indent3, indentText)), start2);","39935"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    allowConfigDirTemplateSubstitution: true,","40766"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    allowConfigDirTemplateSubstitution: true,","40779"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    allowConfigDirTemplateSubstitution: true,","41517"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    allowConfigDirTemplateSubstitution: true,","41535"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    allowConfigDirTemplateSubstitution: true,","41550"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","var configDirTemplateSubstitutionOptions = optionDeclarations.filter(","42084"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  (option) => option.allowConfigDirTemplateSubstitution || !option.isCommandLineOnly && option.isFilePath","42085"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","var configDirTemplateSubstitutionWatchOptions = optionsForWatch.filter(","42087"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  (option) => option.allowConfigDirTemplateSubstitution || !option.isCommandLineOnly && option.isFilePath","42088"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  const options = handleOptionConfigDirTemplateSubstitution(","43182"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    configDirTemplateSubstitutionOptions,","43184"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  const watchOptions = handleWatchOptionsConfigDirTemplateSubstitution(","43187"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      validatedIncludeSpecs = getSubstitutedStringArrayWithConfigDirTemplate(","43255"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      validatedExcludeSpecs = getSubstitutedStringArrayWithConfigDirTemplate(","43269"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const validatedFilesSpec = getSubstitutedStringArrayWithConfigDirTemplate(","43275"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function handleWatchOptionsConfigDirTemplateSubstitution(watchOptions, basePath) {","43345"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return handleOptionConfigDirTemplateSubstitution(watchOptions, configDirTemplateSubstitutionWatchOptions, basePath);","43346"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function handleOptionConfigDirTemplateSubstitution(options, optionDeclarations2, basePath) {","43348"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          if (startsWithConfigDirTemplate(value)) {","43357"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            setOptionValue(option, getSubstitutedPathWithConfigDirTemplate(value, basePath));","43358"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          const listResult = getSubstitutedStringArrayWithConfigDirTemplate(value, basePath);","43363"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          const objectResult = getSubstitutedMapLikeOfStringArrayWithConfigDirTemplate(value, basePath);","43368"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","var configDirTemplate = `\${configDir}`;","43381"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function startsWithConfigDirTemplate(value) {","43382"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    configDirTemplate,","43385"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function getSubstitutedPathWithConfigDirTemplate(value, basePath) {","43390"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  return getNormalizedAbsolutePath(value.replace(configDirTemplate, ""./""), basePath);","43391"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function getSubstitutedStringArrayWithConfigDirTemplate(list, basePath) {","43393"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    if (!startsWithConfigDirTemplate(element)) return;","43397"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    (result ?? (result = list.slice()))[index] = getSubstitutedPathWithConfigDirTemplate(element, basePath);","43398"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function getSubstitutedMapLikeOfStringArrayWithConfigDirTemplate(mapLike, basePath) {","43402"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const subStitution = getSubstitutedStringArrayWithConfigDirTemplate(mapLike[key], basePath);","43407"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          result[propertyName] = map(extendsRaw[propertyName], (path) => startsWithConfigDirTemplate(path) || isRootedDiskPath(path) ? path : combinePaths(","43482"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    value = !startsWithConfigDirTemplate(value) ? getNormalizedAbsolutePath(value, basePath) : value;","43761"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  const moduleResolutionState = getTemporaryModuleResolutionState(cache == null ? void 0 : cache.getPackageJsonInfoCache(), host, options);","44523"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  const loadPackageJsonMainState = getTemporaryModuleResolutionState(cache == null ? void 0 : cache.getPackageJsonInfoCache(), host, options);","45533"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","function getTemporaryModuleResolutionState(packageJsonInfoCache, host, options) {","45640"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    if (isJSDocTemplateTag(node.parent)) {","49483"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      const container2 = getEffectiveContainerForJSDocTemplateTag(node.parent);","49484"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      visitType(type.templateType);","49759"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","    const state = getTemporaryModuleResolutionState(cache.getPackageJsonInfoCache(), host, {});","50280"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  var templateLiteralTypes = /* @__PURE__ */ new Map();","51550"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  var templateConstraintType = getUnionType([stringType, numberType, booleanType, bigintType, nullType, undefinedType]);","51654"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  var numericStringType = getTemplateLiteralType(["""", """"], [numberType]);","51655"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","  var deferredGlobalTemplateStringsArrayType;","51928"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","      if (type.flags & 134217728 /* TemplateLiteral */) {","56086"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        const templateHead = factory.createTemplateHead(texts[0]);","56089"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        const templateSpans = factory.createNodeArray(","56090"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          map(types, (t, i) => factory.createTemplateLiteralTypeSpan(","56091"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            (i < types.length - 1 ? factory.createTemplateMiddle : factory.createTemplateTail)(texts[i + 1])","56093"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        return factory.createTemplateLiteralType(templateHead, templateSpans);","56097"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        let templateType = getTemplateTypeFromMappedType(type2);","56188"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","            templateType = instantiateType(","56197"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","              getTemplateTypeFromMappedType(target),","56198"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        const templateTypeNode = typeToTypeNodeHelper(removeMissingType(templateType, !!(getMappedTypeModifiers(type2) & 4 /* IncludeOptional */)), context);","56220"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","          templateTypeNode,","56227"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","        !!(length(filter(getPropertiesOfType(typeToSerialize), isNamespaceMember)) || length(getSignaturesOfType(typeToSerialize, 0 /* Call */))) && !length(getSignaturesOfType(typeToSerialize, 1 /* Construct */)) && // TODO: could probably serialize as function + ns + class, now that that's OK","59611"
"C:\Users\elric\omega-project\gateway\node_modules\typescript\lib\typescript.js","                // TODO: https://github.com/microsoft/TypeScript/pull/32372#discussion_r328386357","59704"
